timestamp,pose_id,q0,qx,qy,qz,tx,ty,tz,error,x,y,z,u,v,w
1773713419.8121018,1,0.7163976430892944,-0.1256360560655594,-0.6499855518341064,0.22024713456630707,-160.43331909179688,392.12054443359375,-2162.125,0.1333080232143402,519.99445,275.012,555.0143,112.982735,82.99796,124.983
1773713419.8311062,1,0.7165159583091736,-0.1254863739013672,-0.6499366164207458,0.22009174525737762,-160.43505859375,392.12518310546875,-2162.1103515625,0.13259173929691315,519.99457,275.01178,555.0145,112.98245,82.99798,124.9827
1773713419.8428724,1,0.7161421179771423,-0.12568363547325134,-0.6502572298049927,0.22024890780448914,-160.426513671875,392.1353454589844,-2162.095458984375,0.12943123281002045,519.99457,275.01178,555.0144,112.982574,82.997986,124.98283
1773713419.8728151,1,0.7165380716323853,-0.1252657175064087,-0.650044322013855,0.21982738375663757,-160.4093475341797,392.1300354003906,-2162.11083984375,0.14326678216457367,519.9946,275.01172,555.01447,112.982475,82.997986,124.98273
1773713419.8864405,1,0.7165550589561462,-0.12527045607566833,-0.6500096321105957,0.2198718786239624,-160.41395568847656,392.1278991699219,-2162.132568359375,0.14126312732696533,519.9947,275.0116,555.0146,112.982346,82.99798,124.98258
1773713419.8975742,1,0.7163334488868713,-0.12558385729789734,-0.6500804424285889,0.22020553052425385,-160.42001342773438,392.1236877441406,-2162.084716796875,0.13174954056739807,519.9947,275.0116,555.01447,112.98244,82.99797,124.982666
1773713419.9108562,1,0.7163794636726379,-0.12548567354679108,-0.6500847339630127,0.22009921073913574,-160.42544555664062,392.1217346191406,-2162.093017578125,0.12336690723896027,519.99475,275.0115,555.01447,112.98244,82.99797,124.98266
1773713419.9223583,1,0.7162689566612244,-0.12537483870983124,-0.6502797603607178,0.21994584798812866,-160.42892456054688,392.1212463378906,-2162.071044921875,0.11820795387029648,519.9947,275.0115,555.0145,112.98234,82.99798,124.98257
1773713419.936993,1,0.7164070010185242,-0.1253114491701126,-0.6501359939575195,0.21995744109153748,-160.4357452392578,392.12939453125,-2162.1279296875,0.13975298404693604,519.9948,275.01154,555.0146,112.9823,82.99796,124.98253
1773713419.9508266,1,0.7166979908943176,-0.12535226345062256,-0.6497613191604614,0.22009322047233582,-160.43060302734375,392.1214294433594,-2162.164794921875,0.1295555680990219,519.9948,275.01144,555.0145,112.982376,82.997986,124.9826
